Stagione,Id,Ruolo,Giocatori,Squadra,Presenze,Media Voto,Fanta Media,Goal Fatti,Goal Subiti,Rigori Parati,Rigori Calciati,Rigori Segnati,Rigori Sbagliati,Assist,Ammonizioni ,Espulsioni,Autogoal
2022-2023,1851,Centrocampista,Molina S.,Monza,5,"5,5","5,4",0,0,0,0,0,0,0,1,0,0
2022-2023,1901,Centrocampista,Barberis,Monza,5,"5,7","5,9",0,0,0,0,0,0,1,0,0,0
2022-2023,2286,Centrocampista,Crociata,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,2742,Centrocampista,Valzania,Cremonese,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,2804,Centrocampista,Scozzarella,Monza,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,2835,Centrocampista,Kingsley,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,2855,Centrocampista,Vieira,Torino,15,"5,6","5,5",0,0,0,0,0,0,0,3,0,0
2022-2023,4411,Centrocampista,Agoume,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,4725,Centrocampista,Demme,Napoli,2,"5,5","5,5",0,0,0,0,0,0,0,0,0,0
2022-2023,4943,Centrocampista,Horvath,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,4987,Centrocampista,Bartolomei,Cremonese,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5312,Centrocampista,Leo' Sena,Spezia,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5420,Centrocampista,Darboe,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5425,Centrocampista,Urbanski,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5442,Centrocampista,Bertini,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5444,Centrocampista,Cortinovis,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5468,Centrocampista,Cavion,Salernitana,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5476,Centrocampista,Kornvig,Spezia,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5499,Centrocampista,Hongla,Verona,8,"5,69","5,44",0,0,0,0,0,0,0,4,0,0
2022-2023,5510,Centrocampista,Romero L.,Lazio,4,"6,12","6,88",1,0,0,0,0,0,0,0,0,0
2022-2023,5516,Centrocampista,Bianco,Fiorentina,4,"6,12",6,0,0,0,0,0,0,0,1,0,0
2022-2023,5517,Centrocampista,Yepes,Sampdoria,4,"5,38","5,12",0,0,0,0,0,0,0,2,0,0
2022-2023,5519,Centrocampista,Sher,Spezia,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5610,Centrocampista,Vranckx,Milan,6,"5,83","5,75",0,0,0,0,0,0,0,1,0,0
2022-2023,5722,Centrocampista,Nguiamba,Spezia,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5789,Centrocampista,Praszelik,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5810,Centrocampista,Trimboli,Sampdoria,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5824,Centrocampista,Pafundi,Udinese,3,6,6,0,0,0,0,0,0,0,0,0,0
2022-2023,5829,Centrocampista,Milanese,Cremonese,1,6,6,0,0,0,0,0,0,0,0,0,0
2022-2023,5855,Centrocampista,Tenkorang,Cremonese,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5868,Centrocampista,Bjorkengren,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5872,Centrocampista,Helgason,Lecce,8,"5,88","5,88",0,0,0,0,0,0,0,0,0,0
2022-2023,5873,Centrocampista,Listkowski,Lecce,4,"5,88","5,88",0,0,0,0,0,0,0,0,0,0
2022-2023,5875,Centrocampista,Adli,Milan,4,"5,88","5,75",0,0,0,0,0,0,0,1,0,0
2022-2023,5888,Centrocampista,Casadei,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5947,Centrocampista,Hrustic,Verona,5,"5,4","5,4",0,0,0,0,0,0,0,0,0,0
2022-2023,5992,Centrocampista,Bondo,Monza,2,6,"5,75",0,0,0,0,0,0,0,1,0,0
2022-2023,5996,Centrocampista,Samek,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,6009,Centrocampista,Degli Innocenti,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,6012,Centrocampista,Acella,Cremonese,1,6,6,0,0,0,0,0,0,0,0,0,0
2022-2023,6017,Centrocampista,Tripi,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,6019,Centrocampista,D'andrea,Sassuolo,5,"5,8",6,0,0,0,0,0,0,1,0,0,0
2022-2023,6020,Centrocampista,Ellertsson,Spezia,5,"5,7","5,6",0,0,0,0,0,0,0,3,0,0
2022-2023,6057,Centrocampista,Garbett,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,6106,Centrocampista,Carboni V.,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,6168,Centrocampista,Faticanti,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,6170,Centrocampista,Gineitis,Torino,2,6,"5,5",0,0,0,0,0,0,0,2,0,0
2022-2023,6175,Centrocampista,Barrenechea,Juventus,3,"5,5","5,5",0,0,0,0,0,0,0,0,0,0
2022-2023,4661,Attaccante,Osimhen,Napoli,32,"6,73","9,14",26,0,0,3,2,1,4,4,0,0
2022-2023,2764,Attaccante,Martinez L.,Inter,37,"6,39","8,14",21,0,0,2,1,1,6,3,0,0
2022-2023,309,Attaccante,Dybala,Roma,25,"6,58","8,18",12,0,0,5,5,0,6,4,0,0
2022-2023,531,Attaccante,Berardi,Sassuolo,25,"6,48","7,94",12,0,0,8,7,1,7,7,0,0
2022-2023,4510,Attaccante,Rafael Leao,Milan,34,"6,35","7,78",15,0,0,0,0,0,7,5,1,0
2022-2023,4730,Attaccante,Lookman,Atalanta,30,"6,38","7,83",13,0,0,3,3,0,6,3,0,0
2022-2023,5672,Attaccante,Dia,Salernitana,33,"6,33","7,88",16,0,0,1,1,0,5,4,0,0
2022-2023,479,Attaccante,Sanabria,Torino,31,"6,27","7,52",12,0,0,1,1,0,4,4,0,0
2022-2023,785,Attaccante,Immobile,Lazio,30,"6,17","7,38",12,0,0,5,4,1,5,3,0,0
2022-2023,2137,Attaccante,Scamacca,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,2531,Attaccante,Lukaku,Inter,25,"6,22","7,64",10,0,0,2,2,0,6,1,0,0
2022-2023,4200,Attaccante,Giroud,Milan,33,"6,18","7,36",13,0,0,3,3,0,4,6,1,0
2022-2023,5336,Attaccante,Nzola,Spezia,31,"6,19","7,39",13,0,0,3,3,0,2,8,0,0
2022-2023,4268,Attaccante,Arnautovic,Bologna,21,"6,29","7,64",10,0,0,3,3,0,1,5,0,0
2022-2023,2841,Attaccante,Vlahovic,Juventus,25,"5,96","7,06",10,0,0,3,2,1,1,1,0,0
2022-2023,5786,Attaccante,Cabral,Fiorentina,21,"6,19","7,29",8,0,0,2,2,0,1,4,0,0
2022-2023,6060,Attaccante,Lauriente',Sassuolo,28,"6,34","7,12",7,0,0,1,1,0,6,8,1,0
2022-2023,647,Attaccante,Dzeko,Inter,29,"6,16","7,14",9,0,0,0,0,0,3,3,0,0
2022-2023,6052,Attaccante,Hojlund,Atalanta,30,"6,08","7,03",9,0,0,0,0,0,2,1,0,0
2022-2023,5694,Attaccante,Beto,Udinese,33,"5,94","6,85",10,0,0,1,1,0,1,2,0,0
2022-2023,2544,Attaccante,Abraham,Roma,36,"6,1","6,82",8,0,0,0,0,0,3,2,0,0
2022-2023,4436,Attaccante,Cambiaghi,Empoli,25,"6,2","6,86",6,0,0,0,0,0,1,3,1,0
2022-2023,212,Attaccante,Ciofani D.,Cremonese,24,6,"6,85",8,0,0,4,3,1,0,1,0,0
2022-2023,2012,Attaccante,Milik,Juventus,27,"6,04","6,69",7,0,0,1,0,1,1,1,1,0
2022-2023,2382,Attaccante,Di Maria,Juventus,25,"6,08","6,66",4,0,0,1,1,0,4,1,1,0
2022-2023,2832,Attaccante,Boga,Atalanta,16,"6,19","6,88",2,0,0,0,0,0,5,0,0,0
2022-2023,4179,Attaccante,Gonzalez N.,Fiorentina,22,"6,05","6,8",6,0,0,2,2,0,0,3,0,0
2022-2023,2061,Attaccante,Simeone,Napoli,14,"6,21","7,11",4,0,0,0,0,0,1,1,0,0
2022-2023,2489,Attaccante,Pedro,Lazio,35,"6,09","6,5",4,0,0,0,0,0,3,1,0,0
2022-2023,608,Attaccante,Zapata D.,Atalanta,24,"5,94","6,25",2,0,0,0,0,0,2,1,0,0
2022-2023,5836,Attaccante,Ceesay,Lecce,30,"5,88","6,45",6,0,0,1,1,0,0,2,0,0
2022-2023,5882,Attaccante,Mota,Monza,29,"6,03","6,59",5,0,0,0,0,0,2,2,0,0
2022-2023,383,Attaccante,Petagna,Monza,31,"5,97","6,48",4,0,0,1,1,0,5,2,0,0
2022-2023,1958,Attaccante,Caprari,Monza,36,"5,94","6,32",5,0,0,1,1,0,2,7,0,0
2022-2023,2325,Attaccante,Karamoh,Torino,16,"6,03","6,72",4,0,0,0,0,0,0,2,0,0
2022-2023,2762,Attaccante,Kouame',Fiorentina,28,"6,05","6,57",4,0,0,0,0,0,5,5,0,0
2022-2023,407,Attaccante,Gabbiadini,Sampdoria,35,"5,8","6,37",7,0,0,0,0,0,2,6,0,0
2022-2023,537,Attaccante,Sansone,Bologna,15,"6,17","7,03",4,0,0,0,0,0,2,2,0,0
2022-2023,2119,Attaccante,Deulofeu,Udinese,16,"6,25","6,91",2,0,0,0,0,0,5,1,0,0
2022-2023,2719,Attaccante,Barrow,Bologna,29,"5,86","6,29",3,0,0,0,0,0,5,3,0,0
2022-2023,4517,Attaccante,Lozano,Napoli,30,"6,03","6,38",3,0,0,1,1,0,3,3,0,0
2022-2023,5515,Attaccante,Okereke,Cremonese,33,"5,89","6,47",7,0,0,1,1,0,0,4,0,0
2022-2023,6026,Attaccante,Dessers,Cremonese,26,"5,96","6,56",6,0,0,1,0,1,2,3,0,0
2022-2023,507,Attaccante,Muriel,Atalanta,24,"5,81","6,23",3,0,0,1,1,0,3,0,2,0
2022-2023,2369,Attaccante,Thauvin,Udinese,12,"5,67","5,62",0,0,0,0,0,0,0,1,0,0
2022-2023,2756,Attaccante,Piatek,Salernitana,32,"5,83","6,25",4,0,0,1,1,0,4,5,0,0
2022-2023,2819,Attaccante,Caputo,Empoli,36,"5,72","6,29",6,0,0,2,2,0,3,1,0,0
2022-2023,2438,Attaccante,Jovic,Fiorentina,27,"5,91","6,48",6,0,0,1,0,1,2,3,0,0
2022-2023,2475,Attaccante,Sanchez,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5086,Attaccante,Zirkzee,Bologna,17,"6,06","6,47",2,0,0,0,0,0,2,2,0,0
2022-2023,5854,Attaccante,Tsadjout,Cremonese,19,"5,82","6,32",3,0,0,0,0,0,1,1,0,0
2022-2023,495,Attaccante,Correa,Inter,23,"5,76","6,17",3,0,0,0,0,0,1,1,0,0
2022-2023,2097,Attaccante,Kean,Juventus,22,"5,84","6,5",6,0,0,0,0,0,0,5,1,0
2022-2023,4184,Attaccante,Brekalo,Fiorentina,6,6,"5,92",0,0,0,0,0,0,0,1,0,0
2022-2023,4923,Attaccante,Colombo,Lecce,25,"5,88","6,32",5,0,0,2,1,1,1,4,0,0
2022-2023,6001,Attaccante,Banda,Lecce,33,"5,94","6,06",2,0,0,0,0,0,1,6,0,0
2022-2023,177,Attaccante,Ilicic,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,186,Attaccante,Rebic,Milan,18,"5,83","6,36",3,0,0,0,0,0,2,4,0,0
2022-2023,215,Attaccante,Verde,Spezia,20,"5,85","6,28",3,0,0,1,1,0,0,1,0,0
2022-2023,1857,Attaccante,Di Francesco F.,Lecce,34,"5,82",6,2,0,0,0,0,0,2,5,0,0
2022-2023,1943,Attaccante,Nestorovski,Udinese,11,"5,95","6,55",2,0,0,0,0,0,1,3,0,0
2022-2023,4371,Attaccante,Raspadori,Napoli,23,"5,91","6,24",2,0,0,0,0,0,2,1,0,0
2022-2023,505,Attaccante,Bonazzoli,Salernitana,21,"5,9","6,26",2,0,0,0,0,0,2,1,0,0
2022-2023,2038,Attaccante,Pinamonti,Sassuolo,32,"5,67","6,06",5,0,0,1,1,0,0,3,1,0
2022-2023,5676,Attaccante,Success,Udinese,30,"5,92","6,15",1,0,0,0,0,0,6,4,0,0
2022-2023,6119,Attaccante,Solbakken,Roma,9,"5,72","6,17",1,0,0,0,0,0,2,2,0,0
2022-2023,4359,Attaccante,Piccoli,Empoli,16,"5,72","6,09",2,0,0,0,0,0,0,0,0,0
2022-2023,5292,Attaccante,Lammers,Sampdoria,31,"5,65","5,89",2,0,0,0,0,0,2,1,0,0
2022-2023,5460,Attaccante,Satriano,Empoli,26,"5,81","6,02",2,0,0,0,0,0,1,4,0,0
2022-2023,5471,Attaccante,Djuric,Verona,24,"5,9","5,98",1,0,0,0,0,0,0,3,0,0
2022-2023,5842,Attaccante,Botheim,Salernitana,17,"5,85","6,15",1,0,0,0,0,0,3,2,0,0
2022-2023,643,Attaccante,Defrel,Sassuolo,24,"5,77",6,2,0,0,0,0,0,1,3,0,0
2022-2023,2466,Attaccante,Origi,Milan,21,"5,57","5,88",2,0,0,0,0,0,1,1,0,0
2022-2023,5071,Attaccante,Jese',Sampdoria,7,"6,07","6,64",1,0,0,0,0,0,1,0,0,0
2022-2023,5394,Attaccante,Gaich,Verona,15,"5,73","5,93",2,0,0,0,0,0,0,2,0,1
2022-2023,5734,Attaccante,Soule',Juventus,8,"5,81","6,19",1,0,0,0,0,0,0,0,0,0
2022-2023,5864,Attaccante,Buonaiuto,Cremonese,23,"5,89","5,98",1,0,0,1,1,0,0,3,0,0
2022-2023,6145,Attaccante,Ngonge,Verona,12,"6,04","6,79",3,0,0,0,0,0,1,2,0,0
2022-2023,441,Attaccante,Belotti,Roma,22,"5,68","5,64",0,0,0,1,0,1,2,0,0,0
2022-2023,568,Attaccante,Quagliarella,Sampdoria,18,"5,89","6,06",1,0,0,0,0,0,1,2,0,0
2022-2023,2103,Attaccante,Pellegri,Torino,11,6,"6,5",2,0,0,0,0,0,1,3,0,0
2022-2023,5311,Attaccante,Shomurodov,Spezia,16,"5,69","5,91",1,0,0,0,0,0,1,2,0,0
2022-2023,5439,Attaccante,Kallon,Verona,22,"5,86","6,02",1,0,0,0,0,0,1,1,0,0
2022-2023,5845,Attaccante,Alvarez A.,Sassuolo,12,"5,92","6,25",1,0,0,0,0,0,1,1,0,0
2022-2023,90,Attaccante,Lasagna,Verona,25,"5,62","5,74",1,0,0,0,0,0,1,2,0,0
2022-2023,2842,Attaccante,Zanimacchia,Cremonese,14,"5,71","5,64",0,0,0,0,0,0,0,2,0,0
2022-2023,5494,Attaccante,Di Mariano,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5529,Attaccante,Henry,Verona,15,"5,77","6,03",2,0,0,0,0,0,0,4,0,0
2022-2023,5714,Attaccante,Gondo,Cremonese,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,315,Attaccante,Zaza,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5690,Attaccante,Strelec,Spezia,6,"5,83","5,83",0,0,0,0,0,0,0,0,0,0
2022-2023,5806,Attaccante,Seck,Torino,9,6,6,0,0,0,0,0,0,0,0,0,0
2022-2023,2195,Attaccante,Ounas,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,2409,Attaccante,Ribery,Salernitana,1,"5,5","5,5",0,0,0,0,0,0,0,0,0,0
2022-2023,2530,Attaccante,Ibrahimovic,Milan,4,"5,88","6,62",1,0,0,1,1,0,0,0,0,0
2022-2023,5673,Attaccante,Antiste,Sassuolo,2,"6,25","7,75",1,0,0,0,0,0,0,0,0,0
2022-2023,5728,Attaccante,Afena-Gyan,Cremonese,20,"5,5","5,42",0,0,0,0,0,0,0,4,0,0
2022-2023,5881,Attaccante,Gytkjaer,Monza,16,"5,69","5,69",1,0,0,1,0,1,0,0,0,0
2022-2023,472,Attaccante,Destro,Empoli,10,"5,8",6,1,0,0,0,0,0,0,3,0,0
2022-2023,1998,Attaccante,Pjaca,Empoli,13,"5,69","5,65",0,0,0,0,0,0,0,1,0,0
2022-2023,4500,Attaccante,Di Carmine,Cremonese,1,6,6,0,0,0,0,0,0,0,0,0,0
2022-2023,5814,Attaccante,Cisse',Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5843,Attaccante,Valencia D.,Salernitana,7,"5,71","5,64",0,0,0,0,0,0,0,1,0,0
2022-2023,5865,Attaccante,Strizzolo,Cremonese,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,1839,Attaccante,Edera,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,2826,Attaccante,Pussetto,Sampdoria,4,"5,5","5,38",0,0,0,0,0,0,0,1,0,0
2022-2023,4938,Attaccante,Moro,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5378,Attaccante,Oddei,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5391,Attaccante,Kokorin,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5395,Attaccante,Braaf,Verona,6,"5,42","5,33",0,0,0,0,0,0,0,1,0,0
2022-2023,5436,Attaccante,Raimondo,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5472,Attaccante,Kristoffersen,Salernitana,1,"5,5","5,5",0,0,0,0,0,0,0,0,0,0
2022-2023,5500,Attaccante,Cancellieri,Lazio,5,"5,7","5,7",0,0,0,0,0,0,0,4,0,0
2022-2023,5505,Attaccante,Kaio Jorge,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5512,Attaccante,De Luca,Sampdoria,1,"5,5","5,5",0,0,0,0,0,0,0,0,0,0
2022-2023,5716,Attaccante,Podgoreanu,Spezia,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5785,Attaccante,Lazetic,Milan,0,0,0,0,0,0,0,0,0,0,1,0,0
2022-2023,5802,Attaccante,Mikael,Salernitana,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5837,Attaccante,Voelkerling Persson,Lecce,3,"5,83","5,83",0,0,0,0,0,0,0,0,0,0
2022-2023,5874,Attaccante,Rodriguez P.,Lecce,3,6,6,0,0,0,0,0,0,0,0,0,0
2022-2023,6063,Attaccante,Sanca,Spezia,1,6,6,0,0,0,0,0,0,0,0,0,0
2022-2023,6113,Attaccante,Montevago,Sampdoria,5,"5,6","5,5",0,0,0,0,0,0,0,1,0,0
2022-2023,6143,Attaccante,Krollis,Spezia,1,6,6,0,0,0,0,0,0,0,0,0,0
2022-2023,6160,Attaccante,Vivaldo,Udinese,1,6,6,0,0,0,0,0,0,0,0,0,0
2022-2023,6172,Attaccante,Vorlicky,Atalanta,1,6,6,0,0,0,0,0,0,0,0,0,0
2021-2022,4312,Portiere,Maignan,Milan,32,"6,3","5,66",0,21,0,0,0,0,1,1,0,0
2021-2022,453,Portiere,Szczesny,Juventus,33,"6,09","5,45",0,29,3,0,0,0,0,2,0,0
2021-2022,2468,Portiere,Ospina,Napoli,31,"6,16","5,34",0,25,0,0,0,0,0,1,0,0
2021-2022,250,Portiere,Handanovic,Inter,37,"6,19","5,36",0,30,0,0,0,0,0,1,0,0
2021-2022,316,Portiere,Berisha,Torino,10,"6,15","5,6",0,8,1,0,0,0,0,1,0,0
2021-2022,4270,Portiere,Rui Patricio,Roma,38,"6,13","5,05",0,43,1,0,0,0,0,2,0,0
2021-2022,133,Portiere,Skorupski,Bologna,36,"6,28","4,83",0,53,1,0,0,0,0,4,0,0
2021-2022,1934,Portiere,Strakosha,Lazio,23,"6,04","4,74",0,29,0,0,0,0,0,2,0,0
2021-2022,2792,Portiere,Musso,Atalanta,33,"6,11","4,79",0,42,0,0,0,0,0,1,1,0
2021-2022,4964,Portiere,Vicario,Empoli,38,"6,41","4,71",0,70,2,0,0,0,0,1,0,0
2021-2022,509,Portiere,Consigli,Sassuolo,37,"6,24","4,59",0,63,1,0,0,0,0,2,0,0
2021-2022,761,Portiere,Audero,Sampdoria,29,"6,17","4,59",0,48,1,0,0,0,0,2,0,0
2021-2022,2170,Portiere,Milinkovic-Savic V.,Torino,27,"6,04","4,87",0,33,1,0,0,0,0,3,0,0
2021-2022,2211,Portiere,Silvestri,Udinese,35,"6,11","4,67",0,50,0,0,0,0,0,1,0,0
2021-2022,2815,Portiere,Terracciano,Fiorentina,32,"5,95","4,7",0,43,1,0,0,0,0,0,0,0
2021-2022,4957,Portiere,Montipo',Verona,34,"6,13","4,74",0,50,1,0,0,0,0,1,0,0
2021-2022,2178,Portiere,Cragno,Cagliari,35,"6,26","4,59",0,63,2,0,0,0,0,3,0,0
2021-2022,2179,Portiere,Sirigu,Genoa,37,"6,26","4,69",0,59,1,0,0,0,0,0,0,1
2021-2022,159,Portiere,Sepe,Salernitana,16,"6,16","4,59",0,24,0,0,0,0,0,2,0,0
2021-2022,2814,Portiere,Provedel,Spezia,31,"6,24","4,47",0,52,0,0,0,0,0,2,0,1
2021-2022,5478,Portiere,Maenpaa,Venezia,17,"6,06","4,5",0,27,0,0,0,0,1,1,0,0
2021-2022,387,Portiere,Reina,Lazio,15,"5,97",4,0,29,0,0,0,0,1,3,0,0
2021-2022,572,Portiere,Meret,Napoli,7,"5,86",5,0,6,0,0,0,0,0,0,0,0
2021-2022,2134,Portiere,Falcone,Sampdoria,10,"6,35","4,85",0,14,0,0,0,0,0,2,0,0
2021-2022,4,Portiere,Sportiello,Atalanta,5,"6,3","5,3",0,5,0,0,0,0,0,0,0,0
2021-2022,720,Portiere,Belec,Salernitana,23,"6,04","4,02",0,49,1,0,0,0,0,1,0,0
2021-2022,799,Portiere,Bardi,Bologna,2,"6,25","5,25",0,2,0,0,0,0,0,0,0,0
2021-2022,543,Portiere,Padelli,Udinese,3,"6,17","3,5",0,8,0,0,0,0,0,0,0,0
2021-2022,1917,Portiere,Dragowski,Fiorentina,7,"6,07","5,21",0,8,1,0,0,0,0,0,1,0
2021-2022,1930,Portiere,Pinsoglio,Juventus,1,"6,5","5,5",0,1,0,0,0,0,0,0,0,0
2021-2022,2861,Portiere,Semper,Genoa,1,"6,5","5,5",0,1,0,0,0,0,0,0,0,0
2021-2022,5528,Portiere,Zovko,Spezia,1,6,6,0,0,0,0,0,0,0,0,0,0
2021-2022,3,Portiere,Radunovic,Cagliari,3,"6,33","5,67",0,5,1,0,0,0,0,0,0,0
2021-2022,218,Portiere,Perin,Juventus,5,"6,1","4,7",0,7,0,0,0,0,0,0,0,0
2021-2022,5005,Portiere,Zoet,Spezia,7,"5,71","3,43",0,19,1,0,0,0,0,0,0,0
2021-2022,41,Portiere,Mirante,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,42,Portiere,Sarr M.,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,158,Portiere,Lezzerini,Venezia,6,"6,17","4,5",0,9,0,0,0,0,0,2,0,0
2021-2022,160,Portiere,Tatarusanu,Milan,6,6,"4,83",0,10,1,0,0,0,0,0,0,0
2021-2022,220,Portiere,Ujkani,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,318,Portiere,Marchetti,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,481,Portiere,Brignoli,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,510,Portiere,Pegolo,Sassuolo,1,6,3,0,3,0,0,0,0,0,0,0,0
2021-2022,574,Portiere,Scuffet,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,1843,Portiere,Radu I.,Inter,1,4,2,0,2,0,0,0,0,0,0,0,0
2021-2022,1889,Portiere,Cordaz,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,1946,Portiere,Aresti,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,1947,Portiere,Fiorillo,Salernitana,1,"5,5","0,5",0,5,0,0,0,0,0,0,0,0
2021-2022,2091,Portiere,Plizzari,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2127,Portiere,Satalino,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2249,Portiere,Santurro,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2297,Portiere,Rossi F.,Atalanta,1,6,5,0,1,0,0,0,0,0,0,0,0
2021-2022,2628,Portiere,Romero S.,Venezia,16,6,"3,88",0,33,0,0,0,0,0,2,0,0
2021-2022,2781,Portiere,Fuzato,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2790,Portiere,Rosati,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2845,Portiere,Contini,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,4441,Portiere,Andrenacci,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,4491,Portiere,Berardi A.,Verona,1,6,3,0,3,0,0,0,0,0,0,0,0
2021-2022,4525,Portiere,Gemello,Torino,1,"6,5","6,5",0,0,0,0,0,0,0,0,0,0
2021-2022,4867,Portiere,Turati,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,4977,Portiere,Ravaglia,Sampdoria,1,6,5,0,1,0,0,0,0,0,0,0,0
2021-2022,4981,Portiere,Krapikas,Spezia,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,4996,Portiere,Pandur,Verona,3,6,4,0,6,0,0,0,0,0,0,0,0
2021-2022,5304,Portiere,Boer,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,5306,Portiere,Alia,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,5333,Portiere,Gasparini,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,5448,Portiere,Furlan,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,5502,Portiere,Adamonis,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,5518,Portiere,Marfella,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,5521,Portiere,Bertinato,Venezia,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,5682,Portiere,Molla,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,5704,Portiere,Russo,Salernitana,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,5707,Portiere,Piana,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,5713,Portiere,Neri,Venezia,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,4292,Difensore,Hernandez T.,Milan,32,"6,28","6,67",5,0,0,2,1,1,5,5,2,0
2021-2022,697,Difensore,Cuadrado,Juventus,32,"6,23","6,56",4,0,0,0,0,0,3,9,0,0
2021-2022,2788,Difensore,Bremer,Torino,33,"6,44","6,64",3,0,0,0,0,0,1,7,0,0
2021-2022,5513,Difensore,Dumfries,Inter,32,"6,23","6,78",5,0,0,0,0,0,4,3,0,0
2021-2022,392,Difensore,Koulibaly,Napoli,27,"6,41","6,65",3,0,0,0,0,0,1,5,1,0
2021-2022,4409,Difensore,Rrahmani,Napoli,33,"6,15","6,44",4,0,0,0,0,0,0,5,0,0
