Stagione,Id,Ruolo,Giocatori,Squadra,Presenze,Media Voto,Fanta Media,Goal Fatti,Goal Subiti,Rigori Parati,Rigori Calciati,Rigori Segnati,Rigori Sbagliati,Assist,Ammonizioni ,Espulsioni,Autogoal
2020-2021,2188,Centrocampista,Marusic,Lazio,36,"5,86","6,01",2,0,0,0,0,0,3,3,0,1
2020-2021,2391,Centrocampista,Ekdal,Sampdoria,30,"5,93","6,02",2,0,0,0,0,0,1,9,0,0
2020-2021,2392,Centrocampista,Walace,Udinese,29,"5,9","5,83",0,0,0,0,0,0,0,4,0,0
2020-2021,2779,Centrocampista,Kluivert,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,2789,Centrocampista,Meite',Milan,26,"5,87",6,1,0,0,0,0,0,1,2,0,0
2020-2021,4285,Centrocampista,Arthur,Juventus,20,"6,05","6,12",1,0,0,0,0,0,0,3,0,0
2020-2021,4393,Centrocampista,Schouten,Bologna,34,"5,93","5,9",1,0,0,0,0,0,1,8,1,0
2020-2021,4515,Centrocampista,Agudelo,Spezia,27,"5,83","5,94",1,0,0,0,0,0,2,4,0,0
2020-2021,148,Centrocampista,Krunic,Milan,17,"5,85","6,09",1,0,0,0,0,0,2,3,0,0
2020-2021,264,Centrocampista,Bessa,Verona,13,"5,88",6,0,0,0,0,0,0,2,1,0,0
2020-2021,627,Centrocampista,Ionita,Benevento,36,"5,67","5,75",2,0,0,0,0,0,0,6,0,0
2020-2021,779,Centrocampista,Cristante,Roma,31,"5,89","5,84",1,0,0,0,0,0,1,8,0,1
2020-2021,2316,Centrocampista,Zanellato,Crotone,25,"5,78","5,9",1,0,0,0,0,0,1,3,0,0
2020-2021,2692,Centrocampista,Castillejo,Milan,24,"5,83","5,88",1,0,0,0,0,0,0,5,0,0
2020-2021,2703,Centrocampista,Adrien Silva,Sampdoria,24,"5,96","5,96",1,0,0,0,0,0,1,6,1,0
2020-2021,2839,Centrocampista,Sottil,Cagliari,20,6,"6,28",2,0,0,0,0,0,1,3,0,0
2020-2021,4249,Centrocampista,Pereira A.,Lazio,18,"5,89","5,97",1,0,0,0,0,0,2,5,1,0
2020-2021,4322,Centrocampista,Paqueta',Milan,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,4330,Centrocampista,Lerager,Genoa,16,"5,72","5,78",0,0,0,0,0,0,1,0,0,0
2020-2021,4885,Centrocampista,Villar,Roma,28,"5,96","5,88",0,0,0,0,0,0,1,7,0,0
2020-2021,5290,Centrocampista,Estevez,Spezia,27,"5,91","5,89",0,0,0,0,0,0,3,7,0,0
2020-2021,5312,Centrocampista,Leo' Sena,Spezia,15,"6,17","6,17",0,0,0,0,0,0,0,0,0,0
2020-2021,20,Centrocampista,Cigarini,Crotone,14,"5,79","5,61",0,0,0,0,0,0,0,3,1,0
2020-2021,338,Centrocampista,Lulic,Lazio,16,"5,72","5,69",0,0,0,0,0,0,0,1,0,0
2020-2021,1978,Centrocampista,Sensi,Inter,16,"5,94","5,84",0,0,0,0,0,0,0,1,1,0
2020-2021,2209,Centrocampista,Lucas Leiva,Lazio,32,"5,75","5,59",0,0,0,0,0,0,0,10,0,0
2020-2021,2302,Centrocampista,Behrami,Genoa,22,"5,8","5,73",0,0,0,0,0,0,0,1,1,0
2020-2021,2818,Centrocampista,Bennacer,Milan,21,"5,88","5,83",0,0,0,0,0,0,1,4,0,0
2020-2021,4424,Centrocampista,Jony,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,4459,Centrocampista,Rovella,Genoa,18,6,6,0,0,0,0,0,0,2,4,0,0
2020-2021,4522,Centrocampista,Amrabat,Fiorentina,29,"5,79","5,67",0,0,0,0,0,0,0,7,0,0
2020-2021,4869,Centrocampista,Dominguez,Bologna,26,"5,96","5,92",1,0,0,0,0,0,0,8,0,0
2020-2021,5002,Centrocampista,Vulic,Crotone,23,"5,87",6,1,0,0,0,0,0,1,2,0,0
2020-2021,5286,Centrocampista,Akpa Akpro,Lazio,25,"5,94","5,8",0,0,0,0,0,0,1,9,0,0
2020-2021,5317,Centrocampista,Brunetta,Parma,11,"5,91","6,23",1,0,0,0,0,0,2,3,0,0
2020-2021,58,Centrocampista,Diawara,Roma,10,"5,65","5,75",1,0,0,0,0,0,0,2,1,0
2020-2021,118,Centrocampista,Radovanovic,Genoa,30,"5,83","5,75",0,0,0,0,0,0,0,6,0,0
2020-2021,184,Centrocampista,Bernardeschi,Juventus,21,"5,76","5,79",0,0,0,0,0,0,2,3,0,0
2020-2021,305,Centrocampista,Sturaro,Verona,15,"5,73","5,73",1,0,0,0,0,0,0,6,0,0
2020-2021,406,Centrocampista,Callejon,Fiorentina,16,"5,84","5,91",0,0,0,0,0,0,1,0,0,0
2020-2021,428,Centrocampista,Benali,Crotone,17,"5,82","5,82",0,0,0,0,0,0,1,2,0,0
2020-2021,526,Centrocampista,Duncan,Cagliari,17,"5,79","5,82",0,0,0,0,0,0,1,2,0,0
2020-2021,556,Centrocampista,Baselli,Torino,10,"5,9","5,8",0,0,0,0,0,0,0,2,0,0
2020-2021,633,Centrocampista,Fares,Lazio,20,"5,7","5,65",0,0,0,0,0,0,1,5,0,0
2020-2021,669,Centrocampista,Donsah,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,772,Centrocampista,Kragl,Benevento,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,1915,Centrocampista,Tello,Benevento,13,"5,92","6,12",1,0,0,0,0,0,0,2,0,0
2020-2021,2008,Centrocampista,Linetty,Torino,24,"5,62","5,65",1,0,0,0,0,0,0,5,0,0
2020-2021,2121,Centrocampista,Melegoni,Genoa,9,6,"5,94",0,0,0,0,0,0,0,1,0,0
2020-2021,2265,Centrocampista,Schiattarella,Benevento,28,"5,91","5,77",1,0,0,0,0,0,1,14,1,0
2020-2021,2659,Centrocampista,Dabo,Benevento,18,"5,78","5,67",0,0,0,0,0,0,0,5,0,0
2020-2021,4384,Centrocampista,Jagiello,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,4449,Centrocampista,Tonali,Milan,24,"5,73","5,67",0,0,0,0,0,0,0,1,1,0
2020-2021,4501,Centrocampista,Obiang,Sassuolo,26,"5,94","5,87",0,0,0,0,0,0,1,4,1,0
2020-2021,5328,Centrocampista,Gojak,Torino,11,"5,73","6,05",1,0,0,0,0,0,1,1,0,0
2020-2021,27,Centrocampista,Grassi,Parma,20,"5,65","5,48",0,0,0,0,0,0,0,3,0,1
2020-2021,342,Centrocampista,Parolo,Lazio,13,"5,77","5,77",0,0,0,0,0,0,2,5,0,0
2020-2021,374,Centrocampista,Poli,Bologna,10,6,"6,05",1,0,0,0,0,0,0,1,0,1
2020-2021,1871,Centrocampista,Deiola,Cagliari,19,"5,76","5,68",0,0,0,0,0,0,0,3,0,0
2020-2021,2334,Centrocampista,Leris,Sampdoria,10,"5,85","5,8",0,0,0,0,0,0,0,1,0,0
2020-2021,2378,Centrocampista,Pastore,Roma,3,"6,17","6,17",0,0,0,0,0,0,0,0,0,0
2020-2021,2825,Centrocampista,Bourabia,Sassuolo,11,"5,91","6,14",1,0,0,0,0,0,0,2,0,0
2020-2021,2854,Centrocampista,Bradaric F.,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,4327,Centrocampista,Oliva,Cagliari,6,"5,92","5,92",0,0,0,0,0,0,1,2,0,0
2020-2021,4975,Centrocampista,Escalante,Lazio,19,"5,84","5,71",0,0,0,0,0,0,0,5,0,0
2020-2021,4987,Centrocampista,Bartolomei,Spezia,6,"5,83","5,92",0,0,0,0,0,0,1,1,0,0
2020-2021,5319,Centrocampista,Sohm,Parma,16,"5,75","5,94",1,0,0,0,0,0,0,1,0,0
2020-2021,5329,Centrocampista,Makengo,Udinese,13,"5,81","5,77",0,0,0,0,0,0,0,1,0,0
2020-2021,5420,Centrocampista,Darboe,Roma,4,6,"5,75",0,0,0,0,0,0,0,2,0,0
2020-2021,172,Centrocampista,Borja Valero,Fiorentina,12,"5,79","5,67",0,0,0,0,0,0,0,3,0,0
2020-2021,179,Centrocampista,Petriccione,Crotone,16,"5,69","5,47",0,0,0,0,0,0,0,5,1,0
2020-2021,272,Centrocampista,Medel,Bologna,10,"5,95",6,0,0,0,0,0,0,1,1,0,0
2020-2021,333,Centrocampista,Cataldi,Lazio,14,"5,79","5,64",0,0,0,0,0,0,0,4,0,0
2020-2021,2076,Centrocampista,Rog,Cagliari,14,"5,96","5,89",0,0,0,0,0,0,0,2,0,0
2020-2021,2213,Centrocampista,Cassata,Genoa,5,"5,8","5,6",0,0,0,0,0,0,0,2,0,0
2020-2021,2726,Centrocampista,Danzi,Verona,2,"5,5","5,25",0,0,0,0,0,0,0,1,0,0
2020-2021,2848,Centrocampista,Frattesi,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,4287,Centrocampista,Lobotka,Napoli,6,"5,92","5,75",0,0,0,0,0,0,0,2,0,0
2020-2021,4370,Centrocampista,Portanova,Genoa,4,"5,88","5,75",0,0,0,0,0,0,0,1,0,0
2020-2021,4390,Centrocampista,Anderson D.,Lazio,2,"5,25","5,25",0,0,0,0,0,0,0,0,0,0
2020-2021,4411,Centrocampista,Agoume,Spezia,10,"6,1",6,0,0,0,0,0,0,0,2,0,0
2020-2021,4498,Centrocampista,Henderson L.,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,4921,Centrocampista,Askildsen,Sampdoria,3,6,"5,83",0,0,0,0,0,0,0,2,0,0
2020-2021,4995,Centrocampista,Segre,Torino,4,"5,88","5,75",0,0,0,0,0,0,0,1,0,0
2020-2021,5008,Centrocampista,Eduardo Henrique,Crotone,17,"5,65","5,71",1,0,0,0,0,0,0,4,0,0
2020-2021,5318,Centrocampista,Tramoni M.,Cagliari,2,"5,75","5,75",0,0,0,0,0,0,0,1,0,0
2020-2021,5346,Centrocampista,Rojas,Crotone,2,"5,5","5,5",0,0,0,0,0,0,0,1,0,0
2020-2021,5397,Centrocampista,Kovalenko,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,5422,Centrocampista,Zalewski,Roma,1,"6,5","7,5",0,0,0,0,0,0,1,0,0,0
2020-2021,299,Centrocampista,Khedira,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,400,Centrocampista,Dezi,Parma,2,"5,75","5,75",0,0,0,0,0,0,0,0,0,0
2020-2021,434,Centrocampista,Jajalo,Udinese,1,"5,5","5,5",0,0,0,0,0,0,0,0,0,0
2020-2021,528,Centrocampista,Magnanelli,Sassuolo,7,"5,71","5,57",0,0,0,0,0,0,0,2,0,0
2020-2021,557,Centrocampista,Benassi,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,589,Centrocampista,Badu,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,1982,Centrocampista,Parigini,Genoa,1,6,6,0,0,0,0,0,0,0,0,0,0
2020-2021,2075,Centrocampista,Cristoforo,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,2107,Centrocampista,Kiyine,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,2144,Centrocampista,Coulibaly M.,Udinese,2,6,6,0,0,0,0,0,0,0,0,0,0
2020-2021,2244,Centrocampista,Del Pinto,Benevento,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,2264,Centrocampista,Mora,Spezia,3,"5,83","5,83",0,0,0,0,0,0,0,0,0,0
2020-2021,2286,Centrocampista,Crociata,Crotone,1,6,6,0,0,0,0,0,0,0,0,0,0
2020-2021,2357,Centrocampista,Cyprien,Parma,10,"5,75","5,65",0,0,0,0,0,0,0,2,0,0
2020-2021,2725,Centrocampista,Caligara,Cagliari,5,"5,7","5,6",0,0,0,0,0,0,0,2,0,0
2020-2021,2733,Centrocampista,Sanogo,Benevento,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,2804,Centrocampista,Scozzarella,Parma,3,"5,83","5,67",0,0,0,0,0,0,0,1,0,0
2020-2021,2835,Centrocampista,Kingsley,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,2852,Centrocampista,Riccardi,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,2855,Centrocampista,Vieira,Verona,4,"5,88","5,75",0,0,0,0,0,0,0,1,0,0
2020-2021,4349,Centrocampista,Nicolussi Caviglia,Parma,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,4353,Centrocampista,Montiel,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,4465,Centrocampista,Fagioli,Juventus,1,6,6,0,0,0,0,0,0,0,0,0,0
2020-2021,4512,Centrocampista,Schone,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,4896,Centrocampista,Maldini,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,4919,Centrocampista,Baldursson,Bologna,5,"5,3","5,1",0,0,0,0,0,0,0,2,0,0
2020-2021,4935,Centrocampista,Ladinetti,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,4953,Centrocampista,Palumbo,Udinese,1,"4,5","4,5",0,0,0,0,0,0,0,0,0,0
2020-2021,4968,Centrocampista,Gomelt,Crotone,1,6,6,0,0,0,0,0,0,0,0,0,0
2020-2021,4969,Centrocampista,Mustacchio,Crotone,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,4986,Centrocampista,Acampora,Spezia,10,"5,8","5,7",0,0,0,0,0,0,0,2,0,0
2020-2021,4989,Centrocampista,Mastinu,Spezia,1,"5,5","5,5",0,0,0,0,0,0,0,0,0,0
2020-2021,5331,Centrocampista,Basit,Benevento,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,5341,Centrocampista,Eyango,Genoa,1,6,7,0,0,0,0,0,0,1,0,0,0
2020-2021,5421,Centrocampista,Camara D.,Parma,1,6,6,0,0,0,0,0,0,0,0,0,0
2020-2021,5423,Centrocampista,Bove,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,5425,Centrocampista,Urbanski,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,5438,Centrocampista,Kosznovszky,Parma,1,5,5,0,0,0,0,0,0,0,0,0,0
2020-2021,5443,Centrocampista,Diambo,Benevento,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,507,Attaccante,Muriel,Atalanta,32,"6,64","8,89",22,0,0,3,2,1,9,0,0,0
2020-2021,2531,Attaccante,Lukaku,Inter,35,"6,6","8,86",24,0,0,6,6,0,9,4,0,0
2020-2021,2610,Attaccante,Ronaldo,Juventus,33,"6,35","8,82",29,0,0,8,6,2,2,3,0,0
2020-2021,531,Attaccante,Berardi,Sassuolo,30,"6,52","8,28",17,0,0,8,7,1,7,4,0,0
2020-2021,409,Attaccante,Insigne,Napoli,35,"6,44","8,13",19,0,0,8,7,1,7,2,1,0
2020-2021,2841,Attaccante,Vlahovic,Fiorentina,36,"6,17","7,96",21,0,0,6,6,0,2,1,0,0
2020-2021,608,Attaccante,Zapata D.,Atalanta,37,"6,32","7,78",15,0,0,1,1,0,9,0,0,0
2020-2021,785,Attaccante,Immobile,Lazio,35,"6,17","7,64",20,0,0,8,4,4,6,3,1,0
2020-2021,2764,Attaccante,Martinez L.,Inter,38,"6,39","7,8",17,0,0,2,2,0,5,5,0,0
2020-2021,1997,Attaccante,Simy,Crotone,38,"6,07","7,68",20,0,0,8,8,0,2,1,0,0
2020-2021,441,Attaccante,Belotti,Torino,34,"6,41","7,59",13,0,0,5,4,1,6,4,0,0
2020-2021,2530,Attaccante,Ibrahimovic,Milan,18,"6,31","8,31",15,0,0,6,3,3,2,2,1,0
2020-2021,410,Attaccante,Mertens,Napoli,28,"6,11","7,29",9,0,0,0,0,0,7,2,0,0
2020-2021,4661,Attaccante,Osimhen,Napoli,24,"6,25","7,5",10,0,0,0,0,0,2,4,0,0
2020-2021,313,Attaccante,Morata,Juventus,30,"6,08","7,33",11,0,0,1,1,0,7,3,1,0
2020-2021,1874,Attaccante,Joao Pedro,Cagliari,37,"6,16","7,41",16,0,0,5,4,1,3,4,0,0
2020-2021,2819,Attaccante,Caputo,Sassuolo,24,"6,17","7,69",11,0,0,3,3,0,4,1,0,0
2020-2021,4517,Attaccante,Lozano,Napoli,32,"6,2","7,23",11,0,0,0,0,0,3,6,0,0
2020-2021,2475,Attaccante,Sanchez,Inter,26,"6,37","7,29",7,0,0,1,0,1,6,0,0,0
2020-2021,5233,Attaccante,Mayoral,Roma,22,6,"7,48",10,0,0,0,0,0,3,1,0,0
2020-2021,186,Attaccante,Rebic,Milan,27,"6,07","7,33",11,0,0,0,0,0,4,4,1,0
2020-2021,472,Attaccante,Destro,Genoa,24,"6,06","7,38",11,0,0,0,0,0,1,5,0,0
2020-2021,568,Attaccante,Quagliarella,Sampdoria,32,"6,03","7,17",13,0,0,3,2,1,1,1,0,0
2020-2021,5336,Attaccante,Nzola,Spezia,25,"6,16","7,5",11,0,0,4,4,0,3,5,0,0
2020-2021,177,Attaccante,Ilicic,Atalanta,28,"6,2","7,12",6,0,0,2,2,0,9,2,0,0
2020-2021,1974,Attaccante,Schick,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,215,Attaccante,Verde,Spezia,19,"6,21","7,21",6,0,0,0,0,0,1,0,0,0
2020-2021,2195,Attaccante,Ounas,Crotone,20,"6,32","7,1",4,0,0,0,0,0,4,1,0,0
2020-2021,4970,Attaccante,Messias,Crotone,36,"6,17","6,92",9,0,0,0,0,0,3,6,0,0
2020-2021,408,Attaccante,Higuain,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,495,Attaccante,Correa,Lazio,28,"5,95","6,86",8,0,0,1,1,0,3,1,1,0
2020-2021,2137,Attaccante,Scamacca,Genoa,26,"6,13","7,04",8,0,0,2,2,0,2,1,0,1
2020-2021,4510,Attaccante,Rafael Leao,Milan,29,"5,95","6,71",6,0,0,0,0,0,6,5,0,0
2020-2021,5311,Attaccante,Shomurodov,Genoa,30,"6,1","6,92",8,0,0,0,0,0,1,1,0,0
2020-2021,2719,Attaccante,Barrow,Bologna,38,"6,03","6,79",8,0,0,1,0,1,8,0,0,0
2020-2021,245,Attaccante,Pandev,Genoa,28,"5,96","6,73",7,0,0,1,1,0,3,5,0,0
2020-2021,345,Attaccante,Keita B.,Sampdoria,22,"6,09","6,95",7,0,0,0,0,0,1,4,1,0
2020-2021,407,Attaccante,Gabbiadini,Sampdoria,15,"6,07","6,77",3,0,0,1,1,0,2,1,0,0
2020-2021,2167,Attaccante,Orsolini,Bologna,31,"5,98","6,76",7,0,0,3,3,0,3,0,0,0
2020-2021,2284,Attaccante,Caicedo,Lazio,21,"6,21","7,24",8,0,0,1,1,0,0,5,0,0
2020-2021,647,Attaccante,Dzeko,Roma,25,"5,96","6,76",7,0,0,1,0,1,3,2,0,0
2020-2021,383,Attaccante,Petagna,Napoli,16,"6,09","7,03",4,0,0,0,0,0,3,0,0,0
2020-2021,4371,Attaccante,Raspadori,Sassuolo,22,"6,11","6,91",6,0,0,0,0,0,0,1,0,0
2020-2021,280,Attaccante,Palacio,Bologna,32,"6,03","6,58",5,0,0,0,0,0,5,5,0,0
2020-2021,309,Attaccante,Dybala,Juventus,18,"6,08","6,92",4,0,0,0,0,0,3,0,0,0
2020-2021,1939,Attaccante,Lapadula,Benevento,37,"5,88","6,47",8,0,0,1,0,1,2,2,0,0
2020-2021,1958,Attaccante,Caprari,Benevento,30,"5,92","6,43",5,0,0,1,0,1,6,3,1,0
2020-2021,247,Attaccante,Pavoletti,Cagliari,22,"6,02","6,55",4,0,0,0,0,0,3,8,0,0
2020-2021,315,Attaccante,Zaza,Torino,26,"5,81","6,42",6,0,0,0,0,0,0,4,0,0
2020-2021,2832,Attaccante,Boga,Sassuolo,27,"5,98","6,46",4,0,0,0,0,0,1,0,0,0
2020-2021,2409,Attaccante,Ribery,Fiorentina,29,"6,07","6,34",2,0,0,0,0,0,6,6,1,0
2020-2021,4324,Attaccante,Okaka,Udinese,22,"5,75","6,3",4,0,0,0,0,0,1,2,0,0
2020-2021,4359,Attaccante,Piccoli,Spezia,13,6,"7,15",5,0,0,0,0,0,0,0,0,0
2020-2021,4992,Attaccante,Gyasi,Spezia,36,"5,99","6,43",4,0,0,0,0,0,6,4,0,0
2020-2021,479,Attaccante,Sanabria,Torino,14,6,"7,07",5,0,0,0,0,0,1,2,0,0
2020-2021,643,Attaccante,Defrel,Sassuolo,28,6,"6,38",3,0,0,0,0,0,2,1,0,0
2020-2021,1879,Attaccante,Farias,Spezia,26,"5,94","6,38",4,0,0,0,0,0,2,5,0,0
2020-2021,2012,Attaccante,Milik,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,2061,Attaccante,Simeone,Cagliari,31,"5,77","6,37",6,0,0,0,0,0,1,1,0,0
2020-2021,2489,Attaccante,Pedro,Roma,26,"5,87","6,42",5,0,0,0,0,0,2,3,1,0
2020-2021,4415,Attaccante,Skov Olsen,Bologna,25,"5,92","6,26",2,0,0,0,0,0,3,1,0,0
2020-2021,5322,Attaccante,Mihaila,Parma,15,"6,17","6,77",3,0,0,0,0,0,1,2,0,0
2020-2021,474,Attaccante,Gervinho,Parma,27,"5,65","6,24",5,0,0,0,0,0,1,0,0,0
2020-2021,537,Attaccante,Sansone,Bologna,22,"5,95","6,3",2,0,0,0,0,0,2,2,0,0
2020-2021,4963,Attaccante,Insigne R.,Benevento,30,"5,85","6,15",2,0,0,0,0,0,4,2,0,0
2020-2021,5394,Attaccante,Gaich,Benevento,14,"5,57",6,2,0,0,0,0,0,0,1,0,0
2020-2021,795,Attaccante,El Shaarawy,Roma,9,"5,72",6,1,0,0,0,0,0,0,1,0,0
2020-2021,1882,Attaccante,Sau,Benevento,21,"5,93","6,52",4,0,0,1,1,0,2,1,1,0
2020-2021,1998,Attaccante,Pjaca,Genoa,29,"5,74","6,12",3,0,0,0,0,0,2,0,0,0
2020-2021,505,Attaccante,Bonazzoli,Torino,16,"5,97","6,5",2,0,0,0,0,0,3,2,0,0
2020-2021,1943,Attaccante,Nestorovski,Udinese,15,"5,93","6,4",2,0,0,0,0,0,1,1,0,0
2020-2021,2154,Attaccante,Vignato,Bologna,25,"5,98","6,18",1,0,0,0,0,0,4,4,0,0
2020-2021,4884,Attaccante,Carles Perez,Roma,16,"5,88","6,31",2,0,0,0,0,0,1,0,0,0
2020-2021,5393,Attaccante,Man,Parma,11,"6,14","6,73",2,0,0,0,0,0,1,1,0,0
2020-2021,5401,Attaccante,Pelle',Parma,11,"5,95","6,36",1,0,0,0,0,0,2,1,0,0
2020-2021,90,Attaccante,Lasagna,Verona,34,"5,6","5,94",4,0,0,0,0,0,0,1,0,0
2020-2021,183,Attaccante,Babacar,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,2304,Attaccante,Salcedo E.,Verona,16,"5,81","6,16",2,0,0,0,0,0,1,3,0,0
2020-2021,2826,Attaccante,Pussetto,Udinese,11,"6,09","6,91",3,0,0,0,0,0,1,2,0,0
2020-2021,5004,Attaccante,Forestieri,Udinese,17,"5,85","6,06",1,0,0,0,0,0,1,1,0,0
2020-2021,312,Attaccante,Mandzukic,Milan,7,"5,71","5,71",0,0,0,0,0,0,0,1,0,0
2020-2021,4333,Attaccante,Despodov,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,5292,Attaccante,Lammers,Atalanta,10,6,"6,6",2,0,0,0,0,0,0,0,0,0
2020-2021,475,Attaccante,Iago Falque,Benevento,9,"5,83","6,28",1,0,0,0,0,0,1,0,0,0
2020-2021,2038,Attaccante,Pinamonti,Inter,5,"6,1","6,7",1,0,0,0,0,0,0,0,0,0
2020-2021,2163,Attaccante,Cornelius,Parma,29,"5,57","5,74",1,0,0,0,0,0,4,4,0,0
2020-2021,2325,Attaccante,Karamoh,Parma,21,"5,79","6,1",2,0,0,0,0,0,1,3,0,0
2020-2021,2327,Attaccante,Stepinski,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,2776,Attaccante,Younes,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,4453,Attaccante,Torregrossa,Sampdoria,4,"6,12","6,88",1,0,0,0,0,0,0,0,0,0
2020-2021,306,Attaccante,Cerri,Cagliari,11,"5,77","6,05",1,0,0,0,0,0,0,1,0,0
2020-2021,311,Attaccante,Llorente,Udinese,15,"5,63","5,77",1,0,0,0,0,0,0,2,0,0
2020-2021,652,Attaccante,Kalinic,Verona,17,"5,68","5,97",2,0,0,0,0,0,0,2,0,0
2020-2021,819,Attaccante,Favilli,Verona,10,"5,9","6,45",2,0,0,0,0,0,0,1,0,0
2020-2021,2155,Attaccante,Cutrone,Fiorentina,7,"5,71","5,71",0,0,0,0,0,0,0,0,0,0
2020-2021,2196,Attaccante,Galabinov,Spezia,8,"5,88","6,62",3,0,0,1,0,1,0,0,0,0
2020-2021,4435,Attaccante,Colley E.,Verona,20,"5,88",6,1,0,0,0,0,0,0,1,0,0
2020-2021,5012,Attaccante,Muriqi,Lazio,20,"5,6","5,72",1,0,0,0,0,0,0,1,0,0
2020-2021,5310,Attaccante,Hauge,Milan,13,"5,85","6,31",2,0,0,0,0,0,0,0,0,0
2020-2021,2119,Attaccante,Deulofeu,Udinese,12,"6,04","6,38",1,0,0,0,0,0,1,0,0,0
2020-2021,2762,Attaccante,Kouame',Fiorentina,24,"5,73","5,85",1,0,0,0,0,0,1,4,0,0
2020-2021,4962,Attaccante,Improta,Benevento,34,"5,71","5,63",1,0,0,0,0,0,0,7,0,1
2020-2021,5009,Attaccante,Riviere,Crotone,14,"5,75","5,96",1,0,0,0,0,0,1,2,0,0
2020-2021,5395,Attaccante,Braaf,Udinese,3,6,7,1,0,0,0,0,0,0,0,0,0
2020-2021,4463,Attaccante,Esposito,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,4500,Attaccante,Di Carmine,Crotone,18,"5,5","5,44",0,0,0,0,0,0,0,2,0,0
2020-2021,5086,Attaccante,Zirkzee,Parma,3,"5,5","5,5",0,0,0,0,0,0,0,0,0,0
2020-2021,5391,Attaccante,Kokorin,Fiorentina,4,"5,75","5,62",0,0,0,0,0,0,0,1,0,0
2020-2021,123,Attaccante,Inglese,Parma,13,"5,54","5,62",0,0,0,0,0,0,2,2,0,0
2020-2021,767,Attaccante,Tupta,Verona,1,5,5,0,0,0,0,0,0,0,0,0,0
2020-2021,1839,Attaccante,Edera,Torino,1,"6,5","6,5",0,0,0,0,0,0,0,0,0,0
2020-2021,2794,Attaccante,Micin,Udinese,1,6,6,0,0,0,0,0,0,0,0,0,0
2020-2021,2853,Attaccante,Moncini,Benevento,9,"5,78","5,78",0,0,0,0,0,0,0,0,0,0
2020-2021,2873,Attaccante,Teodorczyk,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,4894,Attaccante,Haraslin,Sassuolo,10,"5,75","5,6",0,0,0,0,0,0,0,1,1,0
2020-2021,5003,Attaccante,Kargbo,Crotone,1,"5,5","5,5",0,0,0,0,0,0,0,0,0,0
2020-2021,5352,Attaccante,Di Serio,Benevento,7,"5,93","5,93",0,0,0,0,0,0,0,1,0,0
2020-2021,5415,Attaccante,Traore' C.,Parma,1,5,5,0,0,0,0,0,0,0,0,0,0
2020-2021,5439,Attaccante,Kallon,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,447,Attaccante,La Gumina,Sampdoria,7,"5,64","5,64",0,0,0,0,0,0,0,0,0,0
2020-2021,637,Attaccante,Siligardi,Crotone,4,"5,88","5,88",0,0,0,0,0,0,0,0,0,0
